party,variable,value,people,pct,question
Disillusioned Left,CC24_340c,2,217.37260468674856,0.07956331481200937,Do you support or oppose each of the following bills before Congress? Require that all federal agencies recognize same-sex marriages and interracial marriages.
Disillusioned Left,CC24_340f,1,802.6720062142598,0.29379620128877104,Do you support or oppose each of the following bills before Congress? Deny access to asylum for immigrants who cross the US-Mexico border illegally.
Disillusioned Left,CC24_340f,2,1929.398737700216,0.706203798711229,Do you support or oppose each of the following bills before Congress? Deny access to asylum for immigrants who cross the US-Mexico border illegally.
Disillusioned Left,CC24_341b,1,2302.367847441607,0.8427189715237016,Do you support or oppose each of the following proposals? Raise the corporate income tax rate from 21 percent to 28 percent.
Disillusioned Left,CC24_341b,2,429.7028964728754,0.15728102847629838,Do you support or oppose each of the following proposals? Raise the corporate income tax rate from 21 percent to 28 percent.
Disillusioned Left,CC24_341c,1,2387.2814129102317,0.8737992668117219,"Do you support or oppose each of the following proposals? Allow tax rates on those earning $400,000 or more a year to rise to 35 percent."
Disillusioned Left,CC24_341c,2,344.78933100425235,0.12620073318827812,"Do you support or oppose each of the following proposals? Allow tax rates on those earning $400,000 or more a year to rise to 35 percent."
Disillusioned Left,CC24_420_5,1,1602.2960092121075,0.5864767641105649,Would you approve of the use of U.S. military troops in order to protect American allies under attack by foreign nations?
Disillusioned Left,CC24_420_5,2,1129.7747347023717,0.4135232358894352,Would you approve of the use of U.S. military troops in order to protect American allies under attack by foreign nations?
Disillusioned Left,CC24_420_6,1,1442.7172746339986,0.5280673195771244,Would you approve of the use of U.S. military troops in order to help the United Nations uphold international law?
Disillusioned Left,CC24_420_6,2,1289.3534692804794,0.4719326804228756,Would you approve of the use of U.S. military troops in order to help the United Nations uphold international law?
Disillusioned Left,CC24_421_1,1,515.7500464268564,0.18877624145555483,Do you agree or disagree with the following statements? Elections in the U.S. are fair.
Disillusioned Left,CC24_421_1,2,593.4111927331667,0.2172019864620836,Do you agree or disagree with the following statements? Elections in the U.S. are fair.
Disillusioned Left,CC24_421_1,3,520.8521392166397,0.19064372340167493,Do you agree or disagree with the following statements? Elections in the U.S. are fair.
Disillusioned Left,CC24_421_1,4,530.0129037634181,0.1939967714759913,Do you agree or disagree with the following statements? Elections in the U.S. are fair.
Disillusioned Left,CC24_421_1,5,572.0444617743954,0.2093812772046954,Do you agree or disagree with the following statements? Elections in the U.S. are fair.
Disillusioned Left,CC24_423,8,2732.0707439144794,1,How much trust do you have in the federal government in Washington when it comes to handling the nation's problems?
Disillusioned Left,CC24_424,1,153.7466006629282,0.05627475093951695,How much trust do you have in the government of the state where you live when it comes to handling the state's problems?
Disillusioned Left,CC24_424,2,825.6580313176997,0.30220960901426225,How much trust do you have in the government of the state where you live when it comes to handling the state's problems?
Disillusioned Left,CC24_424,3,926.6085201820176,0.3391597828299217,How much trust do you have in the government of the state where you live when it comes to handling the state's problems?
Disillusioned Left,CC24_424,8,826.0575917518346,0.3023558572162991,How much trust do you have in the government of the state where you live when it comes to handling the state's problems?
Disillusioned Left,CC24_440a,1,1793.0649085472432,0.6563025179861057,Do you agree or disagree with the following statements? White people in the U.S. have certain advantages because of the color of their skin.
Disillusioned Left,CC24_440a,2,679.3518246802943,0.24865821142937455,Do you agree or disagree with the following statements? White people in the U.S. have certain advantages because of the color of their skin.
Disillusioned Left,CC24_440a,3,187.54985738340247,0.06864751134323978,Do you agree or disagree with the following statements? White people in the U.S. have certain advantages because of the color of their skin.
Disillusioned Left,CC24_440a,4,29.95228899112611,0.01096321867134774,Do you agree or disagree with the following statements? White people in the U.S. have certain advantages because of the color of their skin.
Disillusioned Left,CC24_440a,5,42.15186431240949,0.01542854056993225,Do you agree or disagree with the following statements? White people in the U.S. have certain advantages because of the color of their skin.
Disillusioned Left,CC24_440b,1,10.340662974709849,0.0037849177213815,"Do you agree or disagree with the following statements? Racial problems in the U.S. are rare, isolated situations."
Disillusioned Left,CC24_440b,2,28.05030280847392,0.01026704849094931,"Do you agree or disagree with the following statements? Racial problems in the U.S. are rare, isolated situations."
Disillusioned Left,CC24_440b,3,151.36894106330223,0.05540447347509846,"Do you agree or disagree with the following statements? Racial problems in the U.S. are rare, isolated situations."
Disillusioned Left,CC24_440b,4,621.6890515474903,0.227552325624168,"Do you agree or disagree with the following statements? Racial problems in the U.S. are rare, isolated situations."
Disillusioned Left,CC24_440b,5,1920.6217855205016,0.7029912346884027,"Do you agree or disagree with the following statements? Racial problems in the U.S. are rare, isolated situations."
Disillusioned Left,CC24_440c,1,19.271888199500413,0.00705394918576958,Do you agree or disagree with the following statements? Women seek to gain power by getting control over men.
Disillusioned Left,CC24_440c,2,70.82089295789828,0.02592205678262453,Do you agree or disagree with the following statements? Women seek to gain power by getting control over men.
Disillusioned Left,CC24_440c,3,328.7629400268425,0.12033470976516342,Do you agree or disagree with the following statements? Women seek to gain power by getting control over men.
Disillusioned Left,CC24_440c,4,425.2817179199342,0.1556627766199773,Do you agree or disagree with the following statements? Women seek to gain power by getting control over men.
Disillusioned Left,CC24_440c,5,1887.9333048102997,0.691026507646465,Do you agree or disagree with the following statements? Women seek to gain power by getting control over men.
Disillusioned Left,CC24_440d,1,45.01496149205444,0.0164764992240126,Do you agree or disagree with the following statements? Women are too easily offended.
Disillusioned Left,CC24_440d,2,164.7678268959695,0.06030877028458354,Do you agree or disagree with the following statements? Women are too easily offended.
Disillusioned Left,CC24_440d,3,384.1164465401762,0.14059535149145472,Do you agree or disagree with the following statements? Women are too easily offended.
Disillusioned Left,CC24_440d,4,348.2856219846039,0.12748045516771078,Do you agree or disagree with the following statements? Women are too easily offended.
Disillusioned Left,CC24_440d,5,1789.885887001674,0.6551389238322384,Do you agree or disagree with the following statements? Women are too easily offended.
Disillusioned Left,CC24_441a,1,62.332758938519106,0.02281520677213851,"How much do you agree or disagree with the following statements? Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors."
Disillusioned Left,CC24_441a,2,181.7868094122641,0.06653810477535518,"How much do you agree or disagree with the following statements? Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors."
Disillusioned Left,CC24_441a,3,477.6737902033349,0.17483946609630235,"How much do you agree or disagree with the following statements? Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors."
Disillusioned Left,CC24_441a,4,600.879839829871,0.2199356810830373,"How much do you agree or disagree with the following statements? Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors."
Disillusioned Left,CC24_441a,5,1409.3975455304883,0.5158715412731666,"How much do you agree or disagree with the following statements? Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors."
Disillusioned Left,CC24_441b,1,1563.3843325427088,0.5722342058766425,How much do you agree or disagree with the following statements? Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.
Disillusioned Left,CC24_441b,2,786.2857574639174,0.2877984617401733,How much do you agree or disagree with the following statements? Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.
Disillusioned Left,CC24_441b,3,261.7955658177169,0.09582312844601508,How much do you agree or disagree with the following statements? Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.
Disillusioned Left,CC24_441b,4,78.5805754116935,0.02876227696033384,How much do you agree or disagree with the following statements? Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.
Disillusioned Left,CC24_441b,5,42.02451267844038,0.01538192697683522,How much do you agree or disagree with the following statements? Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.
Disillusioned Left,CC24_443_1,1,986.7489765411294,0.3611725570207333,State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? Welfare.
Disillusioned Left,CC24_443_1,2,721.9618257033052,0.2642544404501352,State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? Welfare.
Disillusioned Left,CC24_443_1,3,892.8317755285333,0.326796726445412,State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? Welfare.
Disillusioned Left,CC24_443_1,4,92.73779809153064,0.03394414229503333,State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? Welfare.
Disillusioned Left,CC24_443_1,5,37.790368049980344,0.01383213378868614,State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? Welfare.
Disillusioned Left,CC24_444a,1,886.1785457222446,0.32436149308950146,"Some states are considering the following policies. If this came up in your state, would you support or oppose the proposal? Preventing gender transition surgery for minors experiencing gender dysphoria."
Disillusioned Left,CC24_444a,2,1845.892198192232,0.6756385069104985,"Some states are considering the following policies. If this came up in your state, would you support or oppose the proposal? Preventing gender transition surgery for minors experiencing gender dysphoria."
Disillusioned Left,CC24_444b,1,735.0858830183021,0.26905814377452086,"Some states are considering the following policies. If this came up in your state, would you support or oppose the proposal? Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school."
Disillusioned Left,CC24_444b,2,1996.9848608961695,0.7309418562254791,"Some states are considering the following policies. If this came up in your state, would you support or oppose the proposal? Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school."
Disillusioned Left,CC24_445a,1,1139.7593644350031,0.417177837350569,Do you agree or disagree with each of the following decisions of the Supreme Court of the United States? The use of race in university admissions violates Equal Protection under the Constitution and is illegal.
Disillusioned Left,CC24_445a,2,1592.3113794794767,0.5828221626494309,Do you agree or disagree with each of the following decisions of the Supreme Court of the United States? The use of race in university admissions violates Equal Protection under the Constitution and is illegal.
Disillusioned Left,comptype,1,1631.1845231909904,0.5970506169448047,NA
Disillusioned Left,comptype,2,148.7182639315901,0.0544342653874725,NA
Disillusioned Left,comptype,3,952.1679567918968,0.34851511766772275,NA
Disillusioned Left,educ,1,164.5677293139831,0.06023553002079018,NA
Disillusioned Left,educ,2,656.6181508461893,0.24033717000512028,NA
Disillusioned Left,educ,3,605.6363424916216,0.2216766691860523,NA
Disillusioned Left,educ,4,246.2229437004914,0.09012319474118234,NA
Disillusioned Left,educ,5,660.6735208590585,0.24182152761990836,NA
Disillusioned Left,educ,6,398.3520567031339,0.14580590842694646,NA
Disillusioned Left,gender4,1,1136.2519669842954,0.415894050150505,NA
Disillusioned Left,gender4,2,1509.2668318888989,0.5524259703928601,NA
Disillusioned Left,gender4,3,81.82303501476147,0.02994909088537232,NA
Disillusioned Left,gender4,4,4.728910026521971,0.00173088857126241,NA
Disillusioned Left,hispanic,1,411.71908356538904,0.15069854412901543,NA
Disillusioned Left,hispanic,2,2320.3516603490953,0.8493014558709845,NA
Disillusioned Left,inputstate,1,28.060285495244788,0.01027070238124227,NA
Disillusioned Left,inputstate,2,2.655935338717734,9.721327109240012e-4,NA
Disillusioned Left,inputstate,4,82.30062771968846,0.03012390067241419,NA
Disillusioned Left,inputstate,5,31.030071196356253,0.01135771145951248,NA
Disillusioned Left,inputstate,6,230.073391415899,0.08421209147983214,NA
Disillusioned Left,inputstate,8,100.02198368590372,0.03661031981280011,NA
Disillusioned Left,inputstate,9,45.27321064978587,0.01657102428647911,NA
Disillusioned Left,inputstate,10,12.931178166654393,0.00473310517140078,NA
Disillusioned Left,inputstate,11,8.027694186432008,0.00293831856452224,NA
Disillusioned Left,inputstate,12,188.81883292190977,0.06911198523775137,NA
Disillusioned Left,inputstate,13,55.58731233967624,0.02034621997380324,NA
Disillusioned Left,inputstate,15,5.8135733795130715,0.00212790001593569,NA
Disillusioned Left,inputstate,16,2.4844839609675757,9.09377609090692e-4,NA
Disillusioned Left,inputstate,17,120.54463609182562,0.04412207713154263,NA
Disillusioned Left,inputstate,18,46.10210433016903,0.01687441821660683,NA
Disillusioned Left,inputstate,19,24.41892092935446,0.00893788017156808,NA
Disillusioned Left,inputstate,20,23.03480143490109,0.00843126097163103,NA
Disillusioned Left,inputstate,21,48.4658704180209,0.01773961033987706,NA
Disillusioned Left,inputstate,22,23.307075992369523,0.00853091964923844,NA
Disillusioned Left,inputstate,23,23.035421613192774,0.0084314879709842,NA
Disillusioned Left,inputstate,24,68.95211252163854,0.02523804066026665,NA
Disillusioned Left,inputstate,25,86.9317592820643,0.03181900010301693,NA
Disillusioned Left,inputstate,26,109.07031315646172,0.03992221409325115,NA
Disillusioned Left,inputstate,27,43.038622534667546,0.01575311423781154,NA
Disillusioned Left,inputstate,28,16.478823002951884,0.00603162382952837,NA
Disillusioned Left,inputstate,29,43.999378191002855,0.01610477264873496,NA
Disillusioned Left,inputstate,30,11.696257125727069,0.00428109599715884,NA
Disillusioned Left,inputstate,31,17.444549543968524,0.00638510169724748,NA
Disillusioned Left,inputstate,32,36.32088809656308,0.01329427072028265,NA
Disillusioned Left,inputstate,33,16.567679472693452,0.0060641473174137,NA
Disillusioned Left,inputstate,34,53.3678068877122,0.01953383052272191,NA
Disillusioned Left,inputstate,35,30.758757206397263,0.01125840437144994,NA
Disillusioned Left,inputstate,36,163.62284757291863,0.05988968182371508,NA
Disillusioned Left,inputstate,37,61.640089069955295,0.02256167385389081,NA
Disillusioned Left,inputstate,38,3.5985709251538336,0.00131715876434365,NA
Disillusioned Left,inputstate,39,80.40171723755282,0.02942885626832423,NA
Disillusioned Left,inputstate,40,17.943365301335582,0.00656767960394266,NA
Disillusioned Left,inputstate,41,95.72334352351614,0.03503691979306689,NA
Disillusioned Left,inputstate,42,148.0273843298771,0.05418138774759004,NA
Disillusioned Left,inputstate,44,15.957818268148332,0.00584092425267296,NA
Disillusioned Left,inputstate,45,34.34200188417825,0.012569953380846,NA
Disillusioned Left,inputstate,46,6.26113255487701,0.00229171684841005,NA
Disillusioned Left,inputstate,47,54.686586155877585,0.02001653371446865,NA
Disillusioned Left,inputstate,48,187.4662454377117,0.0686169074703799,NA
Disillusioned Left,inputstate,49,25.660269614880654,0.00939224200985181,NA
Disillusioned Left,inputstate,50,7.536266128025923,0.00275844472359015,NA
Disillusioned Left,inputstate,51,71.52205135785962,0.02617869669633214,NA
Disillusioned Left,inputstate,53,60.57947994826281,0.02217346680469381,NA
Disillusioned Left,inputstate,54,11.887171068481427,0.00435097484022307,NA
Disillusioned Left,inputstate,55,46.575638793307625,0.01704774259489877,NA
Disillusioned Left,inputstate,56,2.024406454125624,7.409787827181515e-4,NA
Disillusioned Left,multrace_1,1,677.5377266502162,0.24799421031076568,NA
Disillusioned Left,multrace_1,2,2054.5330172642584,0.7520057896892344,NA
Disillusioned Left,multrace_2,1,193.57479307225063,0.07085277476925753,NA
Disillusioned Left,multrace_2,2,2538.495950842231,0.9291472252307426,NA
Disillusioned Left,multrace_3,1,140.54635794483778,0.05144316202568914,NA
Disillusioned Left,multrace_3,2,2591.5243859696448,0.9485568379743108,NA
Disillusioned Left,multrace_4,1,74.4013258261292,0.02723257660580478,NA
Disillusioned Left,multrace_4,2,2657.669418088353,0.9727674233941952,NA
Disillusioned Left,multrace_5,1,56.79922128737921,0.02078980619879479,NA
Disillusioned Left,multrace_5,2,2675.271522627103,0.9792101938012052,NA
Disillusioned Left,multrace_8,1,15.926687635977796,0.00582952973361085,NA
Disillusioned Left,multrace_8,2,2716.144056278503,0.994170470266389,NA
Disillusioned Left,multrace_97,2,2687.0523292339267,0.9835222368304958,NA
Disillusioned Left,multrace_97,NA,45.018414680554265,0.0164777631695043,NA
Disillusioned Left,multrace_98,1,17.411292343999346,0.00637292880602815,NA
Disillusioned Left,multrace_98,2,2714.6594515704805,0.993627071193972,NA
Disillusioned Left,newsint,1,1338.516415478333,0.4899274363446836,"Some people seem to follow what's going on in government and public affairs most of the time, whether there's an election going on or not. Others aren't that interested. Would you say you follow what's going on in government and public affairs..."
Disillusioned Left,newsint,2,801.0926770778469,0.2932181309222069,"Some people seem to follow what's going on in government and public affairs most of the time, whether there's an election going on or not. Others aren't that interested. Would you say you follow what's going on in government and public affairs..."
Disillusioned Left,newsint,3,356.96067967437233,0.13065572349086513,"Some people seem to follow what's going on in government and public affairs most of the time, whether there's an election going on or not. Others aren't that interested. Would you say you follow what's going on in government and public affairs..."
Disillusioned Left,newsint,4,235.5009716839264,0.08619870924224436,"Some people seem to follow what's going on in government and public affairs most of the time, whether there's an election going on or not. Others aren't that interested. Would you say you follow what's going on in government and public affairs..."
Disillusioned Left,pew_bornagain,1,402.11877734845353,0.14718461381139128,"Would you describe yourself as a 'born-again' or evangelical Christian, or not?"
Disillusioned Left,pew_bornagain,2,2329.9519665660287,0.8528153861886087,"Would you describe yourself as a 'born-again' or evangelical Christian, or not?"
Disillusioned Left,pew_churatd,1,65.99688062431674,0.02415635860503275,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,2,184.6973069584672,0.06760341304114077,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,3,103.34074565589204,0.03782506213870094,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,4,268.26814575616714,0.09819223984361246,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,5,499.81388275772497,0.18294324327839245,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,6,1584.158228993036,0.5798379242271279,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_churatd,7,25.795553168873987,0.00944175886599277,"Aside from weddings and funerals, how often do you attend religious services?"
Disillusioned Left,pew_religimp,1,482.3831113795262,0.17656318470303362,How important is religion in your life?
Disillusioned Left,pew_religimp,2,401.26742804966506,0.14687300061444752,How important is religion in your life?
Disillusioned Left,pew_religimp,3,435.8884469593139,0.1595450805694652,How important is religion in your life?
Disillusioned Left,pew_religimp,4,1412.5317575259714,0.5170187341130537,How important is religion in your life?
Disillusioned Left,pid3,1,1464.451198298157,0.5360224297120166,NA
Disillusioned Left,pid3,2,129.98292421411293,0.04757670514339422,NA
Disillusioned Left,pid3,3,807.5747717101527,0.2955907249140513,NA
Disillusioned Left,pid3,4,208.01763928221052,0.07613918480901603,NA
Disillusioned Left,pid3,5,122.04421040984758,0.04467095542152177,NA
Disillusioned Left,pid7,1,1079.4503003788695,0.39510334890971627,NA
Disillusioned Left,pid7,2,385.0008979192841,0.14091908080230003,NA
Disillusioned Left,pid7,3,589.7081266391153,0.21584658009045143,NA
Disillusioned Left,pid7,4,473.1480295469702,0.1731829348126797,NA
Disillusioned Left,pid7,5,34.9762994392139,0.01280212070537394,NA
Disillusioned Left,pid7,6,67.09172703258338,0.02455709727942666,NA
Disillusioned Left,pid7,7,62.891197181529584,0.02301960786396763,NA
Disillusioned Left,pid7,8,39.80416577691037,0.01456922953608421,NA
Disillusioned Left,race,1,1701.9117880455788,0.6229384037131852,NA
Disillusioned Left,race,2,393.6798031435902,0.14409575741056055,NA
Disillusioned Left,race,3,269.1310352098905,0.0985080769996032,NA
Disillusioned Left,race,4,135.73250695015378,0.04968118312913008,NA
Disillusioned Left,race,5,37.65738330735432,0.01378345834976413,NA
Disillusioned Left,race,6,152.31312552835533,0.05575006645330236,NA
Disillusioned Left,race,7,22.635098882179996,0.0082849607509609,NA
Disillusioned Left,race,8,19.01000284737417,0.00695809319349354,NA
Disillusioned Left,region,1,560.320194204418,0.20508992874818377,NA
Disillusioned Left,region,2,564.4903857232428,0.20661631364437047,NA
Disillusioned Left,region,3,921.146766516656,0.33716065682722673,NA
Disillusioned Left,region,4,686.1133974701629,0.251133100780219,NA
Disillusioned Left,votereg,1,1961.9107424787676,0.718103931550384,NA
Disillusioned Left,votereg,2,641.9940607263178,0.23498442057414548,NA
Disillusioned Left,votereg,3,128.16594070939087,0.04691164787547058,NA
Faith-Based Conservatives,CC24_321a,1,776.0157880597749,0.23365854798258712,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Ban assault rifles."
Faith-Based Conservatives,CC24_321a,2,2545.137213873652,0.7663414520174129,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Ban assault rifles."
Faith-Based Conservatives,CC24_321b,1,2336.313165209806,0.7034644787065549,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Make it easier for people to obtain concealed-carry permit."
Faith-Based Conservatives,CC24_321b,2,984.839836723618,0.29653552129344507,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Make it easier for people to obtain concealed-carry permit."
Faith-Based Conservatives,CC24_321c,1,2621.8828745481787,0.7894495896520984,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Require criminal background checks on all gun sales."
Faith-Based Conservatives,CC24_321c,2,699.2701273852483,0.2105504103479016,"On the issue of gun regulation, do you support or oppose a proposal that would do the following? Require criminal background checks on all gun sales."
Faith-Based Conservatives,CC24_323a,1,1046.4569147726238,0.31508843891366173,"What do you think the U.S. government should do about immigration? Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
Faith-Based Conservatives,CC24_323a,2,2274.6960871608,0.6849115610863383,"What do you think the U.S. government should do about immigration? Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
Faith-Based Conservatives,CC24_323b,1,3001.19053738742,0.9036592218546572,What do you think the U.S. government should do about immigration? Increase the number of border patrols on the US-Mexican border.
Faith-Based Conservatives,CC24_323b,2,319.9624645460072,0.09634077814534268,What do you think the U.S. government should do about immigration? Increase the number of border patrols on the US-Mexican border.
